ap_position,can1errors,can2errors,can3errors,can4errors,can5errors,can6errors,can7errors,can8errors,can9errors,klemme15_ze_94_v,klemme15_ze_a1_9_v,klemme30_ze_90_2_v,buslast_can10_percentage,buslast_can11_percentage,buslast_can12_percentage,buslast_can13_percentage,buslast_can14_percentage,buslast_can15_percentage,buslast_can16_percentage,buslast_can17_percentage,can17busload_percentage,buslast_can18_percentage,can18busload_percentage,buslast_can19_percentage,can19busload_percentage,buslast_can1_percentage,buslast_can20_percentage,buslast_can21_percentage,buslast_can22_percentage,buslast_can25_percentage,buslast_can26_percentage,buslast_can2_percentage,buslast_can3_percentage,buslast_can4_percentage,buslast_can5_percentage,buslast_can6_percentage,buslast_can7_percentage,buslast_can8_percentage,buslast_can9_percentage,current_gear,gps_geschwindigkeit_kmh,data1f_counter,edc_version,engine_speed2_ms,engine_torque2_nm,i_ambientairtemperature_basis_gradc,kilometerstand_m,kilometerstand_tkm,t_tot_veh_dist_tkm,lv_distance_tsd_tkm,loggermbsfree_mbyte,m_enginecoolanttemphr_base_gradc,mt_elekt_generatorleistung_frigo_w,mt_gps_velocity_kmh,mt_ptc_hv_heizmedium_sensor_2_gradc,mt_ptc_hv_i_ist_a,pe_aircompressor_act_motortemp_gradc,pe_aircompressor_act_power_kw,pe_aircompressor_act_torque_nm,pe_aircompressor_act_speed_rpm,pe_chiller_act_power_kw,pe_chiller_act_torque_nm,pe_chiller_act_speed_rpm,pe_dcu_act_dcbuspower_kw,pe_hvlm_stecker_status,pe_highpowercurrent_a,pe_highpowervoltage_v,pe_motorspeed_rpm,pe_motortorqueestimated_nm,pe_nlg_accurrmaxcp_master_a,pe_nlg_accurrmaxpp_master,pe_psu_act_current_a,pe_psu_act_dcbuspower_kw,pe_psu_act_power_kw,pe_psu_act_temperature_gradc,pe_psu_act_voltage_v,pe_steeringpump_act_motortemp_gradc,pe_steeringpump_act_power_kw,pe_steeringpump_act_torque_nm,pe_steeringpump_act_speed_rpm,pe_s_iistplc_a,pe_s_isollplc_a,park_break_switch_obd,post_triggerclock,spn_view,t1_bms2_energieinhalt_wh,t1_bms2_istspannung_v,t1_bms2_iststrom_a,t1_bms2_socscaled_percentage,t1_bms2_spn,t1_bms2_temperatur_gradc,t1_bms3_energieinhalt_wh,t1_bms3_istspannung_v,t1_bms3_iststrom_a,t1_bms3_socscaled_percentage,t1_bms3_spn,t1_bms3_temperatur_gradc,t1_bms4_energieinhalt_wh,t1_bms4_istspannung_v,t1_bms4_iststrom_a,t1_bms4_socscaled_percentage,t1_bms4_spn,t1_bms4_temperatur_gradc,t1_bms5_energieinhalt_wh,t1_bms5_istspannung_v,t1_bms5_iststrom_a,t1_bms5_socscaled_percentage,t1_bms5_spn,t1_bms5_temperatur_gradc,t1_bms6_energieinhalt_wh,t1_bms6_istspannung_v,t1_bms6_iststrom_a,t1_bms6_socscaled_percentage,t1_bms6_spn,t1_bms6_temperatur_gradc,t1_bms7_energieinhalt_wh,t1_bms7_istspannung_v,t1_bms7_iststrom_a,t1_bms7_socscaled_percentage,t1_bms7_spn,t1_bms7_temperatur_gradc,t2_bms2_energieinhalt_wh,t2_bms2_istspannung_v,t2_bms2_iststrom_a,t2_bms2_socscaled_percentage,t2_bms2_spn,t2_bms2_temperatur_gradc,t2_bms3_energieinhalt_wh,t2_bms3_istspannung_v,t2_bms3_iststrom_a,t2_bms3_socscaled_percentage,t2_bms3_spn,t2_bms3_temperatur_gradc,t2_bms4_energieinhalt_wh,t2_bms4_istspannung_v,t2_bms4_iststrom_a,t2_bms4_socscaled_percentage,t2_bms4_spn,t2_bms4_temperatur_gradc,t2_bms5_energieinhalt_wh,t2_bms5_istspannung_v,t2_bms5_iststrom_a,t2_bms5_socscaled_percentage,t2_bms5_spn,t2_bms5_temperatur_gradc,t2_bms6_energieinhalt_wh,t2_bms6_istspannung_v,t2_bms6_iststrom_a,t2_bms6_socscaled_percentage,t2_bms6_spn,t2_bms6_temperatur_gradc,t2_bms7_energieinhalt_wh,t2_bms7_istspannung_v,t2_bms7_iststrom_a,t2_bms7_socscaled_percentage,t2_bms7_spn,t2_bms7_temperatur_gradc,i_apposition1_basis_percentage,i_bpposition_basis_percentage,t_cc_active,t_cc_set_speed_kmh,t_gross_comb_veh_weight_kg,t_act_eng_torque_percentage,t_act_rd_torque_percentage,t_current_gear,t_retarder_level,t_veh_speed_mtco_kmh,v_imaxchconttesoptsoh_base_a,v_imaxdischconttesoptsoh_base_a,v_socactualtes_base_percentage,v_sohactualtes_base_percentage,v_actualtemp_tes_base_gradc,v_clamp15netw_base,v_plausiacttes_base_a,v_plausuacttes_base_v,v_statemultites_base,vehicle_speed2_kmh,ggps_numsatactive,ggps_numsatview,hostcam_info,basis30,basis32,basis49,basis50,Breakdown
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,3,0,8128,129,23.71875,22.405,13200,0,0,31319,36.3125,0,0,-50,0,36,0,0,0,0,0,0,0,1,-1.5,341,0,0.625,0,0,0,0,0,36,25.386,53,0,0,0,0,0,1,0,6015,7844,662.75,0,50.09,3070,23,7884,662.75,0,49.99,0,23.2,7854,662.75,0,49.91,0,23,8014,663,0,50.45,0,23,8008,662.75,0,50.52,0,23,7972,663,0,50.29,0,23,7978,663,0,50.39,0,23.6,7738,662.5,0,49.69,0,23.1,7882,663,0,50.12,0,23.1,7738,662.75,0,49.67,0,23,7846,662.75,0,50.22,0,23,7928,662.75,0,50.34,0,23.9,0,0,0,255,655350,129,0,129,0,0,0,0,0,0,23.5,0,0.12,662.4,12,0,7,11,0,0,0,0,0,1
15.6,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,30,40,71,55,37,30,0,37,1,44.2,2,0,2870.875,3,23.28125,17.265,13200,0,0,31329,31.875,0,44.2,-50,0,32,0,0,0,0,0,0,0,1,3,664,2873,-55.625,0,0,61.1,2.48,1.795,37,29.365,53,0.925,4.4,2975,0,0,0,0,3070,8308,663.5,-1,52.68,3070,23,8350,663.5,-1,52.6,0,23.2,8326,663.5,-1,52.55,0,23,8480,663.5,-1,53.03,0,23.1,8466,663.5,-1,53.07,0,23,8428,663.75,-1,52.82,0,23,8434,663.5,-1,52.94,0,23.5,8204,663.25,-1,52.33,0,23.2,8346,663.5,-1,52.72,0,23.1,8204,663.5,-1,52.3,0,23,8312,663.5,-1,52.85,0,23,8386,663.5,-1,52.9,0,23.9,15.6,0,0,255,14800,3,0,1,0,71.79228,431.15,-1033,52.6,0,23.5,1,-11.88,663,204,72.64389,8,12,0,0,0,0,0,0
0,0,0,807,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,129,0,2,0,8128,129,24.46875,76.16,26100,0,0,30603,41.65625,0,0,-50,0,23,0,0,0,0,0,0,0,1,0,728,0,-0.5,0,0,44.65,1.31,1.31,44,29.361,24,0,0,0,0,0,1,0,3314,15550,727.5,0,93.48,0,26.7,15652,727.5,0,93.44,0,26.5,15466,727.5,0,93.37,0,26.6,15584,728,0,93.46,0,26.6,4604,652.25,0,33.86,0,26.5,15570,728.25,0,93.39,0,26.6,15544,727.25,0,93.44,0,26.7,15358,727.5,0,93.41,0,26.5,15608,728,0,93.4,0,26.6,15580,727.5,0,93.44,0,26.8,15506,727.75,0,93.43,0,26.7,15468,727.75,0,93.42,0,26.7,0,0,0,255,655350,129,0,129,0,0,32.5,-968.8,93.4,0,26.5,1,0.12,721,187,0,5,12,0,0,0,0,0,0
0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,49,32,0,0,129,0,33,0,8128,129,23,89.945,12400,0,0,31154,35.25,0,0,-50,0,32,0,0,0,0,0,0,0,1,-0.75,725,0,-1.25,0,0,36.1,1.055,1.06,43,29.371,43,0,0,0,0,0,1,0,4094,14928,724.75,3.5,90.29,0,22.9,14922,725.5,3.5,90.28,3094,22.5,14900,724.25,3.5,90.43,3094,23.3,15046,725,3.5,90.37,3094,22.9,15878,725,3.5,89.89,3094,23,14868,725.25,3.5,90.34,0,23.7,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,655350,129,0,129,0,0,34.15,-699.95,90.4,10.4,23,1,28.12,725,136,0,8,12,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,39,40,71,55,49,32,0,0,1,15.9,2,0,699.25,0,25.15625,82.575,5800,0,0,31336,31.84375,0,15.9,-50,0,40,0,0,0,0,0,0,0,1,-12,651,689,-132.375,0,0,54.25,2.605,1.59,36,29.365,45,1.1,4.2,2981,0,0,0,0,3010,4420,652.25,0.5,30.62,0,21.5,4394,652,0.5,30.59,0,21.5,4384,652.25,0.5,30.47,0,21.6,4384,651.75,0.5,30.36,0,21.5,3956,652,0.5,28.97,0,21.6,4452,652,0.5,30.69,0,22.4,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,2,0,255,28400,0,0,1,0,17.295768,276.55,-453.55,29.1,10.4,21.5,1,4.12,651.95,136,17.17663,6,12,0,0,0,0,0,0
0,0,0,1582,0,0,0,0,0,606,0.003662,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30507,35.34375,0,0,39,0,23,0,0,0,1.935,13.2,1410,1.95,3,-1.25,688,0,1.375,0,0,52.75,1.5,1.515,39,28.763,45,0,0,0,195,200,1,0,0,10232,687.5,15.5,63.92,0,24.9,10256,687.75,16,63.78,0,25,10186,687.25,15.5,63.76,0,25,10190,688.25,16,63.38,0,25,10264,688,16,64.17,0,25.3,10262,687.75,16,63.81,0,25,10238,687.75,16,64.15,0,25.4,10124,687.75,15.5,63.31,0,25,10266,687.25,16,64.03,0,25.1,10264,688,15.5,64.12,3070,25.4,10174,687.75,15.5,64.33,0,24.8,10114,687.5,16,63.42,0,25,0,0,0,255,655350,129,0,129,0,0,449.8,-1055.4,63.9,0,25,1,189.62,687.25,204,0,9,11,0,0,0,0,0,0
0,0,0,792,0,0,0,0,0,606,0.003662,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30514,35.34375,0,0,44,0,24,0,0,0,2.06,14.2,1409,2.06,3,-1.25,676,0,1.25,0,0,52.7,1.5,1.52,40,28.767,47,0,0,0,195,200,1,0,0,8162,675.5,16,52.34,0,25.5,8354,675.75,16,53.07,0,25.5,8166,675.25,16,52.49,0,25.5,8278,676.25,16,52.63,0,25.5,8352,676.25,16,53.34,0,25.5,8232,675.75,16,52.64,0,25.4,8358,676,16,53.5,0,25.5,8212,675.75,16,52.49,0,25.5,8374,675.25,16,53.31,0,25.5,8376,676.25,16,53.39,3070,25.5,8302,675.75,15.5,53.59,0,25.5,8192,675.75,15.5,52.54,0,25.5,0,0,0,255,655350,129,0,129,0,0,450.7,-1056.8,52.9,0,25,1,191.12,675.3,204,0,10,12,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,129,0,2,0,8128,129,24.46875,76.16,26100,0,0,30602,41.65625,0,0,-50,0,23,0,0,0,0,0,0,0,1,0,728,0,-0.25,0,0,45,1.31,1.325,44,29.365,24,0,0,0,0,0,1,0,3314,15550,727.5,0,93.47,0,26.7,15652,727.5,0,93.43,0,26.5,15464,727.5,0,93.37,0,26.7,15582,728,0,93.45,0,26.6,4604,652.25,0,33.86,0,26.5,15570,728.25,0,93.39,0,26.6,15542,727.25,0,93.44,0,26.7,15354,727.5,0,93.41,0,26.5,15606,728,0,93.39,0,26.6,15580,727.5,0,93.44,0,26.8,15504,727.75,0,93.42,0,26.7,15468,727.75,0,93.42,0,26.7,0,0,0,255,655350,129,0,129,0,0,32.5,-968.8,93.4,0,26.5,1,0.12,720.9,187,0,6,11,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,0,1,0,0,-125,-273,0,0,0,0,31218,-273,0,0,-50,0,20,0,0,0,0,0,0,0,1,-1,732,-32767,-0.75,0,0,46.9,1.375,1.38,38,29.365,22,0,0,0,0,0,0,0,0,15878,731.5,2,94.54,0,22.5,15858,731.75,2,94.45,0,22.5,15874,732,2,94.62,0,22.5,15822,731.25,2,94.66,0,22.5,16028,732.5,2.5,94.68,0,22.5,15832,732,2.5,94.65,0,22.5,16024,731.75,2,94.66,0,22.5,16754,732,2,94.46,0,22.5,16918,732,2,94.34,0,22.5,15834,732.25,2,94.49,0,22.5,15876,732.5,2.5,94.52,0,22.5,15926,732.25,2,94.14,0,22.5,0,0,0,0,0,-125,-125,-125,0,0,26.4,-1048.6,94.6,0,22,1,26.62,731.65,204,0,5,12,0,0,0,0,0,0
0,0,0,791,0,0,0,0,0,606,0.005493,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30519,35.34375,0,0,49,0,24,0,0,0,0,0,0,0,3,-1.25,666,0,1.25,0,0,43.5,1.245,1.25,40,28.769,49,0,0,0,195,200,1,0,0,6566,665.25,16,43.24,0,24.9,6774,665.5,16,44.11,0,24.9,6574,665,16,43.37,0,25,6684,666.25,16,43.59,0,24.8,6528,666,16,43.06,0,24.8,6648,665.5,16,43.6,0,24.8,6516,665.75,16,43.14,0,24.9,6620,665.5,16,43.4,0,24.9,6672,665.25,16,43.64,0,24.9,6552,666,16,43.24,3070,24.7,6398,665.5,16,42.77,0,24.9,6624,665.5,16,43.58,0,24.9,0,0,0,255,655350,129,0,129,0,0,445.85,-928.4,43.2,0,24.5,1,192.12,665.25,204,0,9,11,0,0,0,0,0,0
60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,40,71,55,37,30,3,37,1,33.5,2,0,1774,43,23.46875,8.54,31000,0,0,31250,34.40625,0,33.5,-50,0,40,0,0,0,0,0,0,0,1,382.5,693,1808,1263.625,0,0,52.35,2.365,1.54,38,29.369,46,0.83,4.2,3019,0,0,0,0,3314,14092,693.25,-35.5,79.21,0,22.8,13944,693.25,-35.5,78.28,0,23,13866,693.25,-32.5,78.42,0,22.8,14090,693.25,-35.5,79.29,0,22.5,9864,676,0,58.83,0,22,14096,693.25,-35,79.29,0,22.8,14226,693,-35.5,78.21,0,23.1,14432,693.25,-35,79.2,0,22.6,14094,693.5,-35,79.19,0,22.6,14024,693.25,-35.5,78.18,3094,23,14036,693.75,-34.5,79.29,3094,22.9,13898,693.25,-36,79.4,0,23.5,60.4,0,0,255,24800,43,0,1,0,45.09477,120.35,-961.1,79.2,0,22.5,1,-385.38,691.55,187,44.55054,5,12,0,0,0,0,0,0
0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,49,31,0,0,129,0,33,0,8128,129,23,89.945,12400,0,0,31154,35.25,0,0,-50,0,33,0,0,0,0,0,0,0,1,-0.75,724,0,-1.25,0,0,36.2,1.055,1.06,42,29.359,43,0,0,0,0,0,1,0,4094,14826,723.5,3.5,89.71,0,22.8,14818,724.5,3.5,89.71,3094,22.5,14794,723.25,3.5,89.84,3094,23,14942,723.75,3.5,89.79,3094,22.6,15778,723.75,3.5,89.36,3094,23,14762,724.25,3.5,89.75,0,23.5,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,655350,129,0,129,0,0,36.25,-699.9,89.8,10.4,23,1,28.12,723.9,136,0,9,12,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,4.8,1,0,0,-125,-273,0,0,0,0,31222,-273,0,4.8,-50,0,20,0,0,0,0,0,0,0,1,-0.75,729,-32767,-0.5,0,0,47.05,1.375,1.38,37,29.373,22,0,0,0,0,0,0,0,0,15632,728.5,2.5,93.17,0,22.5,15616,728.75,2.5,93.08,0,22.5,15624,728.75,2.5,93.24,0,22.5,15576,728.25,2.5,93.28,0,22.5,15772,729.25,2.5,93.27,0,22.5,15584,729,2,93.26,0,22.5,15774,728.75,2.5,93.28,0,22.5,16508,728.75,2.5,93.16,0,22.3,16672,729,2.5,93.05,0,22.5,15588,729.25,2,93.12,0,22.5,15632,729.25,2.5,93.15,0,22.5,15680,729.25,2,92.78,0,22.5,0,0,0,0,0,-125,-125,-125,0,0,34.3,-1048.5,93.2,0,22,1,28.62,728.5,204,0,2,12,0,0,0,0,0,0
0,0,0,791,0,0,0,0,0,606,0.005493,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30493,35.34375,0,0,32,0,23,0,0,0,0,0,0,0,3,-1.25,713,0,1.25,0,0,42.9,1.23,1.23,38,28.781,42,0,0,0,88,92,1,0,0,13694,712.25,7,83.33,0,22,13772,712.25,7,83.34,0,22.2,13622,711.75,7,83.23,0,22.2,13756,713,7,83.37,0,22.3,13682,712.75,7,83.49,0,22.2,13730,712.25,7,83.42,0,22.4,13616,712.5,7,83.21,0,22.1,13722,712.25,7,83.33,0,22.3,13704,712,7,83.31,0,22.1,13644,712.75,7,83.33,3070,22.5,13524,712.25,7,83.52,0,22,13692,712.25,7,83.51,0,22.4,0,0,0,255,655350,129,0,129,0,0,89.15,-1047.65,83.4,0,22,1,84.12,712,204,0,9,12,0,0,0,0,0,0
0,0,0,1582,0,0,0,0,0,606,0.005493,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30495,35.34375,0,0,33,0,23,0,0,0,1.95,13.2,1409,1.95,3,-1.25,710,0,1.125,0,0,52.75,1.5,1.515,38,28.779,42,0,0,0,103,107,1,0,0,13362,709.25,8,81.45,0,22.5,13440,709.5,8,81.46,0,22.8,13294,709,8,81.36,0,22.8,13422,710.25,8,81.48,0,22.8,13346,710,8,81.59,0,22.8,13400,709.5,8,81.53,0,22.9,13288,709.75,8,81.35,0,22.7,13386,709.5,8,81.44,0,22.8,13374,709.25,8,81.42,0,22.7,13316,710,8,81.44,3070,23.1,13194,709.5,8,81.61,0,22.5,13358,709.5,8,81.61,0,22.9,0,0,0,255,655350,129,0,129,0,0,100.7,-1048.5,81.5,0,22.5,1,96.12,709.25,204,0,9,11,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,129,0,2,0,8128,129,24.46875,76.16,26100,0,0,30593,41.65625,0,0,-50,0,23,0,0,0,0,0,0,0,1,0,727,0,-0.375,0,0,45.1,1.325,1.325,44,29.371,24,0,0,0,0,0,1,0,3314,15498,727,0,93.15,0,27,15600,726.75,0,93.11,0,26.8,15412,727,0,93.09,0,26.9,15530,727.25,0,93.13,0,26.8,4604,652.25,0,33.86,0,26.9,15518,727.75,0,93.07,0,26.9,15490,726.75,0,93.11,0,27,15302,726.75,0,93.08,0,26.7,15554,727.25,0,93.07,0,26.8,15522,727,0,93.11,0,27,15448,727.25,0,93.09,0,27,15410,727.25,0,93.08,0,27,0,0,0,255,655350,129,0,129,0,0,34.55,-968.8,93.1,0,26.5,1,0.12,720.5,187,0,8,12,0,0,0,0,0,0
0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,2.4,1,0,0,-125,-273,0,0,0,0,31232,-273,0,2.4,-50,0,20,0,0,0,0,0,0,0,1,-1,725,-32767,-0.75,0,0,47,1.375,1.385,34,29.361,22,0,0,0,0,0,0,0,0,15452,725,0,92.19,0,22,15440,725.5,0,92.1,0,22,15448,725.5,0,92.32,0,22,15394,724.75,0,92.33,0,22,15592,726,0,92.33,0,22,15398,725.5,0,92.31,0,22,15594,725.5,0,92.34,0,22,16326,725.5,0,92.23,0,22,16494,725.5,0,92.15,0,22,15410,726,0,92.15,0,22,15454,726,0,92.17,0,22,15506,725.75,0,91.83,0,22,0,0,0,0,0,-125,-125,-125,0,0,39.65,-1047.85,92.3,0,21.5,1,0.12,725.15,204,0,4,12,0,0,0,0,0,0
45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,30,40,71,55,37,30,2,37,1,0,2,0,867.5,36,22.75,24.78,27100,0,0,31334,30.8125,65024,0,22,0,39,0,0,0,0,0,0,0,1,169,681,895,1044.5,0,0,65.9,2.96,1.94,36,29.396,46,1.2,5.2,3026,0,0,0,0,3064,10268,680.5,-15.5,65.65,0,21.7,10222,680.25,-15.5,65.8,0,22,10222,680.75,-15.5,65.62,0,21.8,10378,678,-15.5,65.93,0,21.5,10256,680.25,-15.5,65.9,0,21.5,10242,680.25,-15.5,65.88,3070,21.6,8832,676,0,58.2,0,22,10300,680.5,-15.5,65.85,0,21.8,10302,680.25,-15,66.04,0,21.9,10352,680.25,-15.5,65.87,0,21.5,10322,680.25,-15.5,65.85,0,21.5,10308,680.5,-16,65.87,0,22.6,45.2,0,0,255,655350,36,0,1,0,22.197798,359.05,-944.15,65.8,0,22,1,-169.38,679.5,187,22.04067,15,0,0,0,0,0,0,0
0,0,0,0,84,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,40,71,55,37,30,0,37,1,17.4,2,0,600,0,23.28125,21.685,13200,0,0,31324,34.75,0,17.4,-50,0,34,0,0,0,0,0,0,0,1,-36.75,665,544,-441.625,0,0,59.5,2.83,1.75,38,29.382,53,1.085,4.6,3011,0,0,0,0,3070,7938,663.5,2.5,50.6,3070,23,7980,663.5,2,50.51,0,23.2,7952,663.5,2,50.44,0,23,8110,663.5,2,50.97,0,23,8100,663.5,2,51.02,0,23,8062,663.75,2.5,50.77,0,23,8072,663.5,2,50.91,0,23.5,7834,663.25,2,50.22,0,23.2,7980,663.5,2,50.66,0,23.1,7836,663.5,2,50.21,0,23,7942,663.5,2,50.76,0,23,8022,663.5,2,50.85,0,23.9,0,8,0,255,17600,0,-35,1,0,13.795992,431.15,-1031.25,50.5,0,23.5,1,25.12,663,204,13.93524,6,12,0,0,0,0,0,0
0,0,0,792,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,129,0,2,0,8128,129,22.1875,6.525,13200,0,0,31330,33.375,0,0,-50,0,33,0,0,0,0,0,0,0,1,-1.75,646,0,0,0,0,0,0,0,34,25.371,52,0,0,0,0,0,1,0,6015,9540,674,0,59.57,3070,22.6,9574,674,0,59.44,0,22.9,9558,674,0,59.43,0,22.6,9700,674,0,59.79,0,22.9,9692,674,0,59.85,0,22.5,9652,674.25,0,59.61,0,23,9652,674,0,59.72,0,23.1,9430,673.75,0,59.24,0,22.9,9566,674,0,59.55,0,22.7,9428,674,0,59.18,0,22.8,9532,674,0,59.69,0,22.8,9612,674,0,59.73,0,23.6,0,0,0,255,15600,129,0,129,0,0,0,0,0,0,23,0,0.12,673.9,12,0,15,12,0,0,0,0,0,0
0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,0,1,0,0,-125,-273,0,0,0,0,31233,-273,0,0,-50,0,20,0,0,0,0,0,0,0,1,-1,725,-32767,-0.875,0,0,46.9,1.375,1.38,34,29.357,22,0,0,0,0,0,0,0,0,15462,725.25,0,92.24,0,22,15448,725.5,0,92.15,0,22,15462,725.5,0,92.39,0,22,15402,725,0,92.39,0,22,15606,726.25,0,92.39,0,22,15408,725.5,0,92.37,0,22,15606,725.5,0,92.4,0,22,16336,725.5,0,92.28,0,21.9,16504,725.75,0,92.2,0,22,15420,726,0,92.2,0,22,15464,726,0,92.23,0,22,15518,726,0,91.89,0,22,0,0,0,0,0,-125,-125,-125,0,0,39.1,-1047.65,92.4,0,21.5,1,0.12,725.3,204,0,6,12,0,0,0,0,0,0
0,0,0,1583,0,0,0,0,0,606,0.003662,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30498,35.34375,0,0,34,0,23,0,0,0,1.98,13.2,1409,1.98,3,-1.25,708,0,1.375,0,0,52.65,1.5,1.515,39,28.773,43,0,0,0,113,117,1,0,0,13084,707.25,9,79.89,0,22.8,13162,707.25,9,79.89,0,23,13020,706.75,9,79.81,0,23.2,13144,708,9,79.89,0,23.1,13066,707.75,9,80,0,23.3,13126,707.25,9,79.96,0,23.3,13010,707.5,9,79.78,0,23.1,13106,707.5,9,79.86,0,23.3,13096,707,9,79.84,0,23.1,13040,707.75,9,79.86,3070,23.6,12918,707.25,9,80.02,0,22.9,13078,707.25,9,80.02,0,23.2,0,0,0,255,655350,129,0,129,0,0,111.2,-1049.8,79.9,0,23,1,108.12,707,204,0,9,12,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,0,1,0,0,-125,-273,0,0,0,0,31229,-273,0,0,-50,0,20,0,0,0,0,0,0,0,1,-1,725,-32767,-0.875,0,0,47.6,1.39,1.395,34,29.367,22,0,0,0,0,0,0,0,0,15442,725,0,92.13,0,22,15428,725.25,0,92.04,0,22,15436,725.25,0,92.23,0,22,15382,724.75,0,92.27,0,22,15578,725.75,0,92.23,0,22,15388,725.5,0,92.21,0,22,15580,725.25,0,92.28,0,22.1,16316,725.25,0,92.17,0,22,16482,725.5,0,92.09,0,22,15400,725.75,0,92.08,0,22.1,15444,725.75,0,92.11,0,22.1,15494,725.75,0,91.77,0,22.2,0,0,0,0,0,-125,-125,-125,0,0,40,-1047.85,92.2,0,21.5,1,0.12,724.9,204,0,2,12,0,0,0,0,0,0
